nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPSMPHK,,Saint-Martin-sur-le-Pré - Hôtel Kyriad,Station dédiée à la recharge rapide,Avenue du 8 mai 1945 51520 Saint-Martin-sur-le-Pré,51504,"[4.35617600,48.97956600]",4,FRELCEP8CJ,,150,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-15,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,4.356176,48.979566,51520,Saint-Martin-sur-le-Pré,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPSMPHK,,Saint-Martin-sur-le-Pré - Hôtel Kyriad,Station dédiée à la recharge rapide,Avenue du 8 mai 1945 51520 Saint-Martin-sur-le-Pré,51504,"[4.35617600,48.97956600]",4,FRELCE94XN,,150,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-15,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,4.356176,48.979566,51520,Saint-Martin-sur-le-Pré,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEF299,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCE7YSA,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCED3R5,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEE6Z7,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCE6MSS,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCELVAZ,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCESZBG,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEUM6C,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEBVEE,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCETWBV,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCE5PQB,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEDK3J,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCE9YYG,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEUZE5,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCETXVA,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAARZN,,A61 - Aire d'Arzens Nord (direction Toulouse),Station dédiée à la recharge rapide,A61 - Aire d'Arzens Nord 11290 Arzens,11018,"[2.21676300,43.21998400]",16,FRELCEMA58,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-19,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,2.216763,43.219984,11290,Arzens,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAGIR,,A55 - Aire de Gignac Rebuty (direction Martigues),Station dédiée à la recharge rapide,A55 - Aire de Gignac Rebuty 13740 Le Rove,13088,"[5.25625700,43.39215200]",8,FRELCEZYMZ,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-16,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,5.256257,43.392152,13740,Le Rove,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPAAGIR,,A55 - Aire de Gignac Rebuty (direction Martigues),Station dédiée à la recharge rapide,A55 - Aire de Gignac Rebuty 13740 Le Rove,13088,"[5.25625700,43.39215200]",8,FRELCEC4D8,,300,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-06-16,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,5.256257,43.392152,13740,Le Rove,True,True
ELECTRA,891624884,help@electra.com,ELECTRA,help@electra.com,,ELECTRA,FRELCPHYEHI,,Hyères - Hôtel Ibis Plage,Station dédiée à la recharge rapide,Allée de la Mer 83400 Hyères,83069,"[6.14774800,43.05755700]",4,FRELCEADT4,,50,false,false,true,false,false,false,true,true,true,,Accès libre,true,24/7,Accessibilité inconnue,Inconnu,false,Direct,N/A,2023-05-30,Télécharger l'application ELECTRA pour réserver et payer sur go-electra.com,2023-08-02,,2023-08-02T03:05:18.427000+00:00,623ca46c13130c3228abd018,e9bb3424-77cd-40ba-8bbd-5a19362d0365,electra,6.147748,43.057557,83400,Hyères,True,True
